code_dept,annee,bure__activites_financieres__autres_formes,bure__activites_financieres__entrepreneur_individuel,bure__activites_financieres__sarl,bure__activites_financieres__sas_sasu,bure__activites_financieres__total,bure__administration_sante_education__autres_formes,bure__administration_sante_education__entrepreneur_individuel,bure__administration_sante_education__sarl,bure__administration_sante_education__sas_sasu,bure__administration_sante_education__total,bure__autres_services__autres_formes,bure__autres_services__entrepreneur_individuel,bure__autres_services__sarl,bure__autres_services__sas_sasu,bure__autres_services__total,bure__commerce_transport_hebergement__autres_formes,bure__commerce_transport_hebergement__entrepreneur_individuel,bure__commerce_transport_hebergement__sarl,bure__commerce_transport_hebergement__sas_sasu,bure__commerce_transport_hebergement__total,bure__construction__autres_formes,bure__construction__entrepreneur_individuel,bure__construction__sarl,bure__construction__sas_sasu,bure__construction__total,bure__immobilier__autres_formes,bure__immobilier__entrepreneur_individuel,bure__immobilier__sarl,bure__immobilier__sas_sasu,bure__immobilier__total,bure__industrie_extractive_energie__autres_formes,bure__industrie_extractive_energie__entrepreneur_individuel,bure__industrie_extractive_energie__sarl,bure__industrie_extractive_energie__sas_sasu,bure__industrie_extractive_energie__total,bure__industrie_manufacturiere__autres_formes,bure__industrie_manufacturiere__entrepreneur_individuel,bure__industrie_manufacturiere__sarl,bure__industrie_manufacturiere__sas_sasu,bure__industrie_manufacturiere__total,bure__information_communication__autres_formes,bure__information_communication__entrepreneur_individuel,bure__information_communication__sarl,bure__information_communication__sas_sasu,bure__information_communication__total,bure__total__autres_formes,bure__total__entrepreneur_individuel,bure__total__sarl,bure__total__sas_sasu,bure__total__total
53,2014,335,116,439,151,1041,65,3192,121,29,3407,11,2587,215,60,2873,48,4511,1363,397,6319,127,1924,612,140,2803,32,350,156,61,599,12,1243,220,109,1584,189,3071,699,376,4335,7,694,102,116,919,826,17688,3927,1439,23880
53,2015,380,139,516,193,1228,57,3211,128,57,3453,22,2321,201,67,2611,50,4494,1322,525,6391,141,1515,501,177,2334,26,427,154,81,688,7,995,241,143,1386,105,2919,679,440,4143,4,659,82,139,884,792,16680,3824,1822,23118
53,2016,365,125,524,184,1198,43,3231,133,69,3476,26,2246,180,86,2538,41,4864,1266,691,6862,172,1438,512,235,2357,44,522,170,80,816,5,996,259,155,1415,141,2865,653,570,4229,4,659,90,187,940,841,16946,3787,2257,23831
53,2017,407,100,509,204,1220,51,3339,133,95,3618,14,2368,205,142,2729,76,5400,1181,765,7422,183,1379,513,285,2360,56,642,226,109,1033,12,1033,221,151,1417,206,3203,731,668,4808,5,669,87,210,971,1010,18133,3806,2629,25578
53,2018,386,141,469,233,1229,54,3399,133,67,3653,18,2904,176,122,3220,50,6817,1014,646,8527,220,1437,644,268,2569,41,693,228,156,1118,17,1158,199,176,1550,178,3823,809,707,5517,5,878,101,203,1187,969,21250,3773,2578,28570
53,2019,420,169,467,319,1375,44,3726,191,81,4042,13,3582,219,140,3954,58,6950,1143,717,8868,233,1744,702,310,2989,45,933,258,227,1463,3,1587,262,239,2091,135,4538,949,850,6472,5,1109,70,217,1401,956,24338,4261,3100,32655
53,2020,415,168,318,491,1392,51,3357,162,86,3656,11,3120,179,123,3433,58,7929,1132,817,9936,188,1658,677,348,2871,53,1061,290,328,1732,14,1781,238,237,2270,336,4667,865,997,6865,4,1082,76,239,1401,1130,24823,3937,3666,33556
53,2021,459,221,414,740,1834,41,3902,205,138,4286,14,4451,239,168,4872,94,8977,1407,1004,11482,292,1960,958,473,3683,63,1072,431,486,2052,4,2244,294,288,2830,193,5850,1030,1272,8345,9,1486,87,263,1845,1169,30163,5065,4832,41229
53,2022,437,212,392,759,1800,31,4202,217,152,4602,8,5175,270,226,5679,79,6748,1396,950,9173,300,2022,983,517,3822,80,1023,493,624,2220,7,2690,309,307,3313,548,6619,1155,1374,9696,0,1644,125,261,2030,1490,30335,5340,5170,42335
53,2023,454,208,413,944,2019,31,4016,171,113,4331,10,5067,224,181,5482,63,6647,1190,963,8863,287,1973,763,448,3471,66,950,371,445,1832,12,3193,249,356,3810,258,7133,882,1217,9490,9,1921,90,255,2275,1190,31108,4353,4922,41573
53,2024,445,242,444,992,2123,46,4085,195,111,4437,15,5149,261,252,5677,76,7639,1279,1084,10078,227,2170,799,500,3696,61,890,336,524,1811,11,4048,261,352,4672,143,7346,1030,1370,9889,3,2016,111,242,2372,1027,33585,4716,5427,44755
54,2012,13,28,49,21,111,10,506,29,7,552,5,508,33,7,553,5,893,297,54,1249,18,600,170,17,805,7,36,29,9,81,2,173,36,6,217,17,581,119,37,754,1,122,21,17,161,78,3447,783,175,4483
54,2013,12,30,46,27,115,10,501,25,4,540,4,432,32,11,479,3,1019,287,92,1401,7,520,151,43,721,7,35,23,12,77,1,180,38,18,237,9,586,79,46,720,2,161,14,16,193,55,3464,695,269,4483
54,2014,26,34,39,21,120,9,578,13,15,615,3,461,45,18,527,3,1080,263,138,1484,10,550,122,56,738,3,30,26,20,79,0,250,34,17,301,7,581,94,62,744,3,149,10,15,177,64,3713,646,362,4785
54,2015,23,31,51,28,133,10,578,30,18,636,7,448,31,19,505,4,1130,185,147,1466,5,334,91,61,491,4,44,25,30,103,0,302,26,24,352,10,503,85,78,676,0,108,15,23,146,63,3478,539,428,4508
54,2016,13,26,43,25,107,10,543,18,13,584,7,371,33,25,436,3,1271,176,196,1646,9,321,65,75,470,5,47,31,27,110,3,269,33,30,335,12,474,68,87,641,1,136,11,20,168,63,3458,478,498,4497
54,2017,29,24,65,42,160,4,613,31,17,665,6,383,21,43,453,4,1248,155,220,1627,8,256,73,71,408,9,26,53,30,118,1,171,24,39,235,11,591,74,94,770,2,157,15,34,208,74,3469,511,590,4644
54,2018,19,52,43,58,172,9,622,27,19,677,7,427,29,40,503,8,1928,141,204,2281,13,351,63,77,504,4,39,37,36,116,0,184,36,39,259,14,662,118,123,917,1,143,6,23,173,75,4408,500,619,5602
54,2019,24,50,36,50,160,8,763,32,25,828,5,563,21,37,626,4,2142,151,247,2544,12,394,78,95,579,5,37,57,63,162,2,197,32,31,262,9,808,76,133,1026,0,228,9,37,274,69,5182,492,718,6461
54,2020,27,43,23,104,197,5,744,32,17,798,3,606,23,30,662,9,2276,153,288,2726,13,556,96,104,769,7,38,45,67,157,2,270,22,41,335,11,938,80,159,1188,3,229,11,48,291,80,5700,485,858,7123
54,2021,41,44,36,133,254,3,958,34,21,1016,2,878,27,55,962,5,2245,183,308,2741,24,498,99,148,769,9,122,63,118,312,1,339,23,50,413,6,1081,76,178,1341,2,301,18,31,352,93,6466,559,1042,8160
54,2022,26,55,50,168,299,9,1004,49,39,1101,2,851,28,67,948,5,1482,165,318,1970,19,477,96,115,707,13,186,43,164,406,1,394,30,55,480,4,1218,95,243,1560,0,335,12,45,392,79,6002,568,1214,7863
54,2023,35,45,31,146,257,10,857,44,35,946,2,948,33,51,1034,0,1639,133,272,2044,23,521,81,122,747,9,169,53,105,336,3,620,17,47,687,15,1528,89,219,1851,0,376,11,51,438,97,6703,492,1048,8340
54,2024,30,27,47,139,243,6,878,24,32,940,0,966,29,64,1059,5,1763,138,319,2225,21,544,62,122,749,6,171,36,98,311,3,741,26,53,823,10,1595,114,235,1954,2,421,8,63,494,83,7106,484,1125,8798
55,2012,1,7,8,3,19,3,91,4,1,99,0,151,8,2,161,1,257,51,10,319,1,163,32,4,200,3,8,1,1,13,2,81,13,2,98,3,100,14,4,121,0,23,4,0,27,14,881,135,27,1057
55,2013,2,11,8,3,24,3,72,4,2,81,0,117,5,1,123,3,295,41,21,360,0,146,28,10,184,1,9,3,2,15,0,58,9,3,70,5,108,8,8,129,0,16,2,2,20,14,832,108,52,1006
55,2014,1,10,6,3,20,5,83,3,1,92,1,89,7,2,99,1,266,47,27,341,0,111,16,5,132,3,16,5,4,28,0,68,5,6,79,4,105,17,12,138,0,15,1,3,19,15,763,107,63,948
55,2015,4,11,6,2,23,1,96,4,2,103,4,90,4,3,101,0,264,35,34,333,0,83,20,14,117,2,17,1,3,23,1,53,14,8,76,5,66,9,17,97,0,9,1,1,11,17,689,94,84,884
55,2016,1,7,9,7,24,1,83,3,1,88,0,91,2,7,100,2,284,32,40,358,1,85,15,15,116,3,13,2,1,19,0,47,6,5,58,1,90,8,16,115,0,19,1,2,22,9,719,78,94,900
55,2017,4,5,11,6,26,3,91,1,6,101,1,92,8,7,108,3,297,37,36,373,0,60,7,16,83,0,7,3,2,12,0,52,6,8,66,0,70,10,15,95,1,13,1,3,18,12,687,84,99,882
55,2018,4,4,7,9,24,1,93,2,2,98,0,128,4,7,139,1,390,19,44,454,0,88,20,15,123,1,24,2,3,30,0,65,13,11,89,0,104,13,18,135,0,21,2,5,28,7,917,82,114,1120
55,2019,7,8,3,16,34,3,91,4,7,105,0,163,1,4,168,0,354,30,40,424,0,101,19,13,133,1,37,2,7,47,0,50,3,10,63,5,125,11,17,158,0,19,1,2,22,16,948,74,116,1154
55,2020,5,7,1,24,37,1,91,8,5,105,0,123,2,5,130,0,396,26,52,474,0,93,14,20,127,1,29,3,10,43,2,60,6,17,85,1,140,7,17,165,0,18,0,6,24,10,957,67,156,1190
55,2021,4,6,5,20,35,1,123,2,2,128,1,159,8,9,177,2,456,31,73,562,0,103,17,21,141,1,32,3,9,45,1,94,6,12,113,0,162,8,35,205,0,30,4,4,38,10,1165,84,185,1444
55,2022,11,7,5,18,41,3,97,3,8,111,0,171,4,11,186,1,332,30,52,415,0,112,10,30,152,0,33,7,15,55,0,162,12,18,192,2,208,18,40,268,0,50,0,7,57,17,1172,89,199,1477
55,2023,5,9,5,32,51,1,119,17,3,140,0,174,1,8,183,2,330,15,72,419,5,109,13,26,153,2,41,7,15,65,0,206,4,23,233,5,253,14,34,306,0,50,3,3,56,20,1291,79,216,1606
55,2024,4,9,9,21,43,0,139,22,3,164,1,198,1,6,206,0,364,26,47,437,2,101,17,26,146,2,43,7,16,68,0,254,10,30,294,3,254,9,34,300,0,53,2,1,56,12,1415,103,184,1714
56,2012,34,22,66,12,134,13,663,30,6,712,1,654,71,5,731,6,937,340,57,1340,19,517,167,16,719,12,123,48,10,193,1,294,50,21,366,20,631,219,40,910,2,160,26,15,203,108,4001,1017,182,5308
56,2013,40,29,86,17,172,22,708,24,13,767,2,563,46,9,620,11,965,335,85,1396,10,480,133,32,655,5,110,27,19,161,0,310,64,20,394,10,649,166,51,876,1,156,24,14,195,101,3970,905,260,5236
56,2014,63,25,97,30,215,12,757,18,8,795,3,522,37,8,570,13,1044,304,107,1468,14,464,147,48,673,6,110,36,26,178,5,295,68,19,387,18,684,135,80,917,2,133,12,19,166,136,4034,854,345,5369
56,2015,57,30,90,44,221,10,776,27,13,826,4,515,42,15,576,11,924,312,130,1377,15,390,102,59,566,2,133,43,18,196,2,265,53,24,344,19,633,154,104,910,2,121,19,19,161,122,3787,842,426,5177
56,2016,67,32,101,34,234,9,754,29,18,810,7,530,36,21,594,10,1035,278,176,1499,20,334,107,69,530,12,163,35,16,226,1,234,58,39,332,10,644,151,131,936,0,125,13,33,171,136,3851,808,537,5332
56,2017,48,24,92,39,203,11,736,31,24,802,1,558,38,30,627,12,1129,246,190,1577,25,336,117,80,558,12,200,53,25,290,4,256,43,32,335,15,693,160,145,1013,1,135,14,39,189,129,4067,794,604,5594
56,2018,61,29,84,34,208,11,791,35,19,856,3,712,48,31,794,10,1308,231,163,1712,22,350,181,81,634,3,201,44,36,284,4,319,35,52,410,30,880,156,150,1216,0,175,12,40,227,144,4765,826,606,6341
56,2019,86,39,95,61,281,13,845,29,22,909,1,804,61,40,906,17,1360,261,151,1789,19,400,158,105,682,5,270,51,62,388,1,400,57,62,520,22,979,220,169,1390,1,211,9,32,253,165,5308,941,704,7118
56,2020,80,49,55,78,262,18,728,32,12,790,2,684,47,35,768,18,1371,258,199,1846,22,404,158,114,698,7,314,58,86,465,3,435,58,56,552,21,995,183,217,1416,1,200,8,34,243,172,5180,857,831,7040
56,2021,90,50,88,148,376,12,818,45,32,907,2,1002,62,53,1119,20,1546,309,210,2085,40,404,248,131,823,10,246,99,122,477,0,497,59,57,613,16,1298,235,270,1819,1,266,24,44,335,191,6127,1169,1067,8554
56,2022,92,42,75,148,357,8,857,52,35,952,2,1142,54,51,1249,20,1217,308,186,1731,49,469,239,136,893,11,258,111,153,533,4,674,79,62,819,15,1417,253,293,1978,0,305,27,60,392,201,6381,1198,1124,8904
56,2023,95,35,92,202,424,5,839,30,29,903,1,1085,53,41,1180,14,1283,240,220,1757,36,453,177,106,772,15,196,92,97,400,5,694,43,81,823,23,1539,213,248,2023,2,338,17,43,400,196,6462,957,1067,8682
56,2024,103,47,83,212,445,11,836,42,20,909,2,1057,69,52,1180,18,1463,286,250,2017,25,518,210,144,897,9,197,92,107,405,3,904,66,77,1050,20,1595,221,281,2117,0,339,22,46,407,191,6956,1091,1189,9427
57,2012,11,33,45,37,126,12,679,41,4,736,5,825,70,14,914,2,1411,448,138,1999,42,832,279,76,1229,2,55,57,16,130,2,249,66,34,351,18,782,158,61,1019,0,166,18,7,191,94,5032,1182,387,6695
57,2013,18,36,51,28,133,10,670,38,13,731,4,685,61,46,796,4,1663,419,250,2336,34,814,198,119,1165,8,47,44,17,116,3,261,57,47,368,23,736,122,107,988,1,176,11,17,205,105,5088,1001,644,6838
57,2014,26,63,54,39,182,8,764,33,24,829,3,774,53,38,868,8,1500,342,326,2176,29,688,140,154,1011,5,56,32,20,113,2,254,50,54,360,27,745,126,139,1037,2,147,14,29,192,110,4991,844,823,6768
57,2015,31,45,40,30,146,11,726,26,24,787,1,605,47,56,709,5,1527,268,362,2162,34,490,119,174,817,6,42,46,38,132,0,198,54,52,304,9,644,96,165,914,3,133,18,41,195,100,4410,714,942,6166
57,2016,29,39,71,52,191,14,719,27,40,800,4,578,39,58,679,3,1684,209,422,2318,46,429,93,219,787,2,38,40,29,109,1,218,34,63,316,12,613,89,193,907,6,139,8,34,187,117,4457,610,1110,6294
57,2017,45,47,61,60,213,7,765,25,42,839,1,633,36,86,756,4,1825,175,455,2459,37,419,109,215,780,6,26,33,40,105,2,191,30,74,297,11,708,86,199,1004,2,145,7,36,190,115,4759,562,1207,6643
57,2018,40,47,45,42,174,5,761,31,40,837,1,658,39,62,760,4,2281,188,418,2891,54,513,106,202,875,3,35,60,54,152,3,207,30,62,302,11,790,80,191,1072,0,166,10,30,206,121,5458,589,1101,7269
57,2019,38,54,34,66,192,10,857,31,37,935,0,888,31,90,1009,5,2245,190,472,2912,40,614,91,251,996,5,42,49,77,173,14,306,32,62,414,13,1117,77,222,1429,0,224,13,31,268,125,6347,548,1308,8328
57,2020,28,54,32,114,228,6,834,42,30,912,2,836,39,61,938,4,2613,174,462,3253,30,730,81,222,1063,2,125,56,82,265,1,371,30,76,478,7,1228,91,245,1571,1,231,7,46,285,81,7022,552,1338,8993
57,2021,32,64,37,182,315,3,1054,58,42,1157,1,1076,44,81,1202,6,3156,225,576,3963,66,768,102,309,1245,8,200,68,137,413,2,515,29,89,635,10,1471,110,303,1894,1,354,25,51,431,129,8658,698,1770,11255
57,2022,41,70,63,181,355,10,1093,45,54,1202,0,1252,55,99,1406,5,2326,234,568,3133,54,807,129,285,1275,9,221,61,161,452,1,659,31,98,789,19,1699,112,306,2136,0,403,18,64,485,139,8530,748,1816,11233
57,2023,39,50,41,140,270,5,975,45,31,1056,2,1307,48,89,1446,1,2452,160,531,3144,69,833,83,259,1244,23,267,54,134,478,2,892,29,112,1035,9,1971,92,314,2386,1,447,14,42,504,151,9194,566,1652,11563
57,2024,35,58,43,197,333,8,974,48,50,1080,2,1340,52,107,1501,6,2745,195,553,3499,52,772,115,236,1175,3,260,38,106,407,5,995,41,123,1164,9,1947,113,307,2376,1,468,19,56,544,121,9559,664,1735,12079
58,2012,6,7,7,2,22,2,112,2,2,118,2,185,17,1,205,1,290,71,9,371,1,132,25,1,159,2,31,9,0,42,4,61,11,4,80,4,121,18,4,147,0,26,1,2,29,22,965,161,25,1173
58,2013,3,7,9,1,20,6,120,1,2,129,0,139,9,1,149,2,309,61,28,400,0,144,29,8,181,3,22,3,1,29,0,51,3,1,55,2,132,16,6,156,0,26,4,1,31,16,950,135,49,1150
58,2014,6,8,10,8,32,2,107,4,1,114,1,140,7,2,150,4,320,68,35,427,1,110,19,7,137,1,17,8,0,26,0,80,10,6,96,10,139,13,14,176,1,22,2,1,26,26,943,141,74,1184
58,2015,2,7,11,7,27,2,134,5,3,144,1,90,9,4,104,2,303,54,38,397,0,108,17,11,136,3,14,1,2,20,0,53,11,9,73,4,128,13,21,166,0,24,7,7,38,14,861,128,102,1105
58,2016,4,5,4,4,17,5,129,5,4,143,0,121,6,9,136,6,299,61,55,421,0,95,16,17,128,2,10,8,3,23,0,53,7,10,70,6,119,16,22,163,0,21,1,5,27,23,852,124,129,1128
58,2017,4,5,11,7,27,2,125,4,1,132,1,119,5,15,140,2,370,42,54,468,1,77,23,17,118,1,18,8,6,33,1,63,7,8,79,2,132,14,26,174,0,21,3,7,31,14,930,117,141,1202
58,2018,6,6,5,6,23,3,131,5,1,140,2,146,6,6,160,2,359,49,49,459,0,93,19,22,134,4,31,13,8,56,1,70,5,4,80,7,160,16,19,202,0,24,0,7,31,25,1020,118,122,1285
58,2019,6,5,10,8,29,3,101,0,6,110,0,146,4,7,157,5,434,40,51,530,3,119,13,23,158,2,52,8,11,73,0,83,6,16,105,4,182,19,45,250,0,32,1,12,45,23,1154,101,179,1457
58,2020,4,6,4,7,21,3,96,5,5,109,1,151,6,8,166,2,477,40,42,561,1,112,13,20,146,2,52,11,6,71,1,87,4,14,106,2,232,13,33,280,0,34,2,10,46,16,1247,98,145,1506
58,2021,2,6,4,20,32,2,159,2,2,165,1,198,13,11,223,2,482,40,55,579,0,134,30,23,187,3,66,18,17,104,0,136,9,18,163,1,257,12,40,310,1,51,5,6,63,12,1489,133,192,1826
58,2022,4,8,4,25,41,3,140,6,2,151,0,210,14,16,240,4,380,57,80,521,1,129,19,32,181,2,72,16,27,117,1,179,8,22,210,0,288,19,46,353,0,52,1,9,62,15,1458,144,259,1876
58,2023,5,6,8,23,42,2,143,8,5,158,0,220,12,12,244,2,349,38,70,459,2,147,20,26,195,3,58,13,23,97,0,192,4,29,225,3,313,17,51,384,0,63,1,6,70,17,1491,121,245,1874
58,2024,2,8,5,24,39,1,159,10,7,177,1,237,6,14,258,1,425,35,68,529,0,129,14,35,178,0,40,3,20,63,1,232,6,54,293,1,333,14,39,387,1,76,2,12,91,8,1639,95,273,2015
59,2012,120,91,197,67,475,23,1710,102,22,1857,8,1785,210,24,2027,10,3219,1408,265,4902,186,1352,597,104,2239,63,154,150,26,393,1,483,161,55,700,53,2215,741,174,3183,7,585,155,69,816,471,11594,3721,806,16592
59,2013,123,89,165,69,446,26,1946,105,35,2112,7,1653,142,61,1863,18,3477,1221,444,5160,192,1282,454,162,2090,35,173,157,49,414,2,560,157,81,800,42,2078,579,271,2970,1,571,136,68,776,446,11829,3116,1240,16631
59,2014,129,81,162,92,464,32,1918,101,34,2085,8,1594,152,82,1836,22,3490,1171,744,5427,201,1299,435,211,2146,38,251,119,73,481,7,663,131,91,892,54,2102,500,362,3018,2,532,121,111,766,493,11930,2892,1800,17115
59,2015,131,94,173,130,528,25,2024,69,71,2189,5,1400,136,93,1634,23,3696,953,889,5561,251,997,272,255,1775,31,147,117,91,386,1,536,136,101,774,45,1976,446,444,2911,3,464,75,139,681,515,11334,2377,2213,16439
59,2016,135,92,152,144,523,20,2152,87,80,2339,10,1314,115,142,1581,22,4372,804,1189,6387,233,795,269,357,1654,42,130,131,102,405,3,792,90,114,999,56,2227,479,594,3356,4,529,92,162,787,525,12403,2219,2884,18031
59,2017,130,72,167,145,514,20,2157,102,94,2373,12,1552,121,138,1823,18,5233,733,1316,7300,153,759,247,332,1491,40,176,126,118,460,3,548,89,131,771,50,2550,466,699,3765,4,539,78,209,830,430,13586,2129,3182,19327
59,2018,151,101,206,164,622,20,2316,82,76,2494,7,1806,116,188,2117,18,6521,723,1210,8472,155,954,255,328,1692,60,223,160,167,610,1,636,98,121,856,49,3159,432,669,4309,3,738,135,208,1084,464,16454,2207,3131,22256
59,2019,163,113,200,252,728,31,2524,108,79,2742,3,2333,118,164,2618,16,8315,753,1270,10354,145,1401,280,376,2202,44,406,178,203,831,3,910,117,165,1195,43,4017,463,706,5229,1,910,120,256,1287,449,20929,2337,3471,27186
59,2020,141,108,176,351,776,17,2428,99,88,2632,6,2104,98,147,2355,22,10125,666,1317,12130,114,1561,257,423,2355,50,491,167,222,930,2,1012,79,163,1256,44,3943,497,763,5247,3,1006,115,273,1397,399,22778,2154,3747,29078
59,2021,202,146,232,429,1009,26,3101,143,151,3421,8,2828,98,181,3115,20,11137,743,1666,13566,145,1469,293,506,2413,75,415,206,315,1011,1,1183,99,196,1479,52,4808,542,1111,6513,2,1324,120,315,1761,531,26411,2476,4870,34288
59,2022,200,108,265,533,1106,15,3237,155,187,3594,3,3371,126,207,3707,16,6876,719,1586,9197,142,1520,334,495,2491,64,383,196,349,992,0,1448,96,198,1742,47,6001,539,1075,7662,0,1730,148,319,2197,487,24674,2578,4949,32688
59,2023,178,93,229,473,973,22,3236,144,119,3521,4,3358,106,245,3713,33,6800,650,1618,9101,119,1379,253,435,2186,32,527,130,258,947,2,1659,120,191,1972,41,5734,515,1077,7367,2,1676,145,340,2163,433,24462,2292,4756,31943
59,2024,190,98,212,509,1009,17,3285,139,119,3560,6,3472,118,248,3844,26,8435,622,1712,10795,120,1372,218,457,2167,36,546,151,304,1037,2,1929,87,218,2236,47,5869,526,1134,7576,0,1850,131,353,2334,444,26856,2204,5054,34558
60,2012,11,34,29,13,87,9,496,25,5,535,2,622,61,12,697,4,1136,385,80,1605,18,574,229,32,853,14,78,50,13,155,1,186,64,13,264,15,661,174,56,906,0,176,34,12,222,74,3963,1051,236,5324
60,2013,22,31,31,18,102,18,475,22,10,525,4,558,57,19,638,2,1188,377,119,1686,14,574,166,48,802,4,64,36,10,114,0,202,38,19,259,18,679,143,109,949,0,132,37,17,186,82,3903,907,369,5261
60,2014,19,41,33,30,123,7,460,24,16,507,3,523,57,25,608,6,1303,374,183,1866,10,571,160,79,820,5,84,35,27,151,0,205,45,29,279,15,663,120,133,931,3,136,21,31,191,68,3986,869,553,5476
60,2015,43,39,41,22,145,8,507,29,27,571,2,470,45,42,559,12,1166,288,260,1726,30,470,127,126,753,7,108,27,20,162,0,167,44,31,242,13,667,122,145,947,0,124,17,30,171,115,3718,740,703,5276
60,2016,16,32,49,37,134,11,512,21,28,572,3,449,28,47,527,11,1305,267,430,2013,13,372,110,144,639,4,103,32,26,165,2,157,29,33,221,16,685,127,196,1024,2,138,10,45,195,78,3753,673,986,5490
60,2017,28,40,40,39,147,4,530,28,27,589,5,506,45,68,624,11,1424,229,433,2097,24,359,111,171,665,5,116,38,35,194,0,165,39,51,255,11,751,114,234,1110,2,127,19,46,194,90,4018,663,1104,5875
60,2018,39,28,49,40,156,5,570,24,25,624,3,586,32,62,683,17,1792,203,410,2422,24,401,93,134,652,8,139,31,45,223,1,201,30,46,278,20,940,98,202,1260,0,170,16,41,227,117,4827,576,1005,6525
60,2019,57,64,34,58,213,11,581,24,35,651,4,720,37,71,832,9,1996,224,412,2641,7,481,96,153,737,8,158,47,40,253,1,263,29,78,371,16,1120,105,222,1463,0,187,21,47,255,113,5570,617,1116,7416
60,2020,39,56,39,90,224,7,540,34,33,614,3,672,31,54,760,11,2228,192,436,2867,20,433,95,229,777,4,220,32,71,327,5,256,15,57,333,12,1058,85,285,1440,0,233,15,68,316,101,5696,538,1323,7658
60,2021,42,43,41,112,238,4,685,39,62,790,3,893,35,92,1023,11,2383,210,595,3199,7,590,115,239,951,10,289,31,86,416,0,465,33,68,566,18,1397,116,333,1864,0,319,16,91,426,95,7064,636,1678,9473
60,2022,52,56,61,140,309,4,741,43,72,860,5,1053,36,95,1189,13,1920,196,531,2660,21,513,103,265,902,15,273,46,100,434,0,537,31,55,623,11,1727,125,373,2236,0,379,11,86,476,121,7199,652,1717,9689
60,2023,50,43,47,151,291,5,697,34,43,779,3,1024,33,84,1144,12,2093,162,548,2815,21,535,82,207,845,8,205,34,75,322,1,623,23,76,723,15,1776,132,368,2291,0,421,20,82,523,115,7417,567,1634,9733
60,2024,33,44,31,141,249,2,715,35,50,802,4,1069,34,104,1211,13,2433,182,662,3290,20,500,83,232,835,1,173,26,69,269,1,737,20,74,832,10,1796,108,405,2319,1,458,16,84,559,85,7925,535,1821,10366
61,2012,10,8,13,5,36,5,114,5,0,124,3,192,9,3,207,6,341,84,9,440,3,207,46,5,261,12,19,10,3,44,2,91,19,4,116,3,159,28,8,198,0,21,3,3,27,44,1152,217,40,1453
61,2013,10,6,7,3,26,4,133,4,1,142,3,183,8,3,197,3,390,79,21,493,3,183,52,9,247,2,30,11,2,45,4,81,11,12,108,4,152,32,15,203,1,43,5,5,54,34,1201,209,71,1515
61,2014,13,6,11,11,41,8,141,4,1,154,1,181,14,5,201,4,371,78,29,482,5,190,44,12,251,5,28,5,5,43,2,80,18,4,104,6,167,23,17,213,0,28,3,4,35,44,1192,200,88,1524
61,2015,9,12,22,6,49,2,142,7,2,153,3,156,7,7,173,5,343,81,45,474,2,165,35,20,222,5,30,6,2,43,3,71,16,9,99,5,150,30,35,220,0,27,2,4,33,34,1096,206,130,1466
61,2016,18,10,18,5,51,4,178,4,4,190,3,146,7,8,164,5,415,49,52,521,9,126,38,29,202,3,29,6,7,45,0,69,16,12,97,8,180,22,28,238,1,19,0,6,26,51,1172,160,151,1534
61,2017,18,8,20,14,60,2,148,6,5,161,4,147,8,10,169,4,427,53,72,556,8,133,26,32,199,4,40,7,6,57,1,66,15,14,96,15,205,18,39,277,0,35,1,8,44,56,1209,154,200,1619
61,2018,12,12,16,12,52,6,155,7,4,172,2,181,6,12,201,3,515,61,55,634,2,132,28,28,190,4,30,5,4,43,2,76,10,19,107,1,208,26,33,268,0,46,4,6,56,32,1355,163,173,1723
61,2019,9,12,14,21,56,2,155,8,12,177,3,204,7,11,225,4,539,49,59,651,4,168,35,38,245,6,42,8,8,64,1,97,13,20,131,8,256,27,38,329,0,52,2,10,64,37,1525,163,217,1942
61,2020,15,15,14,25,69,4,152,5,4,165,2,180,7,13,202,3,611,79,67,760,3,154,37,29,223,4,43,6,10,63,0,114,12,15,141,6,299,22,47,374,0,45,1,22,68,37,1613,183,232,2065
61,2021,23,11,7,31,72,6,195,8,10,219,3,263,10,18,294,9,648,75,94,826,2,176,57,28,263,10,60,13,14,97,3,163,18,17,201,10,342,28,59,439,0,63,4,10,77,66,1921,220,281,2488
61,2022,25,12,17,32,86,2,179,11,8,200,2,278,16,18,314,4,543,77,86,710,1,158,40,38,237,4,59,10,13,86,2,226,13,16,257,3,390,33,53,479,0,90,4,11,105,43,1935,221,275,2474
61,2023,32,11,18,29,90,2,186,4,6,198,3,277,5,6,291,3,490,72,87,652,3,168,37,36,244,2,44,12,14,72,2,246,11,14,273,4,422,24,43,493,0,91,3,15,109,51,1935,186,250,2422
61,2024,26,16,9,35,86,0,162,3,7,172,4,293,14,17,328,5,552,61,82,700,4,166,35,22,227,9,57,5,10,81,5,311,13,21,350,8,431,46,64,549,0,115,3,8,126,61,2103,189,266,2619
62,2012,27,71,66,29,193,12,805,41,9,867,4,1028,83,11,1126,10,1962,575,98,2645,13,896,292,42,1243,26,118,57,10,211,0,297,67,18,382,13,892,191,60,1156,1,199,22,7,229,106,6268,1394,284,8052
62,2013,43,51,63,29,186,12,804,36,14,866,1,917,61,11,990,11,2023,527,151,2712,18,834,253,72,1177,10,96,52,20,178,8,322,61,37,428,32,791,142,90,1055,3,170,20,15,208,138,6008,1215,439,7800
